"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"lambda",0.270062146892094,0.000799955456907613,0.0378718272461325,0.207410523184951,0.242482729408769,0.266607517623023,0.293348243081288,0.353628337740692,2241.30473428769,1.00097014336134
"beta",0.0832141639505592,0.00216817792471465,0.0553066297118126,0.00309624395532577,0.0165247942778989,0.0969704809297643,0.125774857844286,0.175360109458032,650.675645504804,1.00348897237832
"rho",0.0151157014771743,0.000774763839130243,0.0199075235455641,0.000932929687556307,0.00238125093953436,0.00366883000407352,0.0278963313158419,0.0647368846491992,660.230816157652,1.00390689185846
"lambda_exp_2006[1]",0.227721391683473,0.00039363690799794,0.0245220937080441,0.184174511286834,0.2100689823381,0.226297602388294,0.243287094429638,0.279979862978858,3880.81975025099,1.00084511552185
"lambda_exp_2006[2]",0.387983951272467,0.000484327050632576,0.0330739414587608,0.326642694065679,0.364797869382066,0.386840658899897,0.409490760430649,0.456287232155355,4663.31180501048,1.00086519888522
"lambda_exp_2006[3]",0.503348406820298,0.000484653362066828,0.034526761987689,0.437102921098659,0.479693017461821,0.50277110619518,0.526205051505387,0.573231978185447,5075.15420244124,1.00097890167332
"lambda_exp_2006[4]",0.587950203615989,0.000460692368313263,0.0329257516825181,0.52359554457372,0.565839446829825,0.587598191705996,0.609954884009233,0.653406325086744,5107.98203550124,1.0011746016985
"lambda_exp_2006[5]",0.65096645071904,0.000437910415278546,0.0301394752327317,0.591328182348383,0.630855217708242,0.650793617371882,0.671006933197954,0.710288241886865,4736.97206548661,1.0014242938018
"lambda_exp_2006[6]",0.698530351430375,0.000432951644334018,0.0270401188895834,0.644770890394356,0.680585649903225,0.698466380115042,0.716510283311145,0.751688580692731,3900.66278353939,1.00168978503889
"lambda_exp_2006[7]",0.73484035669389,0.000443108255580957,0.0240418725844702,0.68702727429825,0.718821147128802,0.734889095882918,0.750963849931729,0.781983326369816,2943.85828378937,1.00192749267705
"lambda_exp_2006[8]",0.762829148080438,0.000427806513536697,0.0213478931190708,0.720372630355248,0.748481151869231,0.762958899213756,0.777205905288178,0.80456996643675,2490.09120498958,1.00209155120385
